criterion,max_depth,max_features,min_samples_leaf,min_samples_split,random_state,splitter,score
entropy,20,log2,1,4,128,best,0.6451369198087611
entropy,20,log2,1,4,128,random,0.6265973732807125
entropy,20,log2,1,8,128,best,0.6469306241615033
entropy,20,log2,1,8,128,random,0.6217628447936883
entropy,20,log2,1,16,128,best,0.6477291625449063
entropy,20,log2,1,16,128,random,0.6178911729878354
entropy,20,log2,1,32,128,best,0.6467680082921768
entropy,20,log2,1,32,128,random,0.6118246264225088
entropy,20,log2,1,64,128,best,0.6507903630455182
entropy,20,log2,1,64,128,random,0.6312911175140172
entropy,20,log2,1,128,128,best,0.639556559058409
entropy,20,log2,1,128,128,random,0.606480666811257
entropy,20,log2,1,256,128,best,0.6298979569629211
entropy,20,log2,1,256,128,random,0.6191883376278823
entropy,20,log2,2,1,128,best,0.6421060310449187
entropy,20,log2,2,1,128,random,0.6132021255053388
entropy,20,log2,2,2,128,best,0.6421060310449187
entropy,20,log2,2,2,128,random,0.6132021255053388
entropy,20,log2,2,4,128,best,0.6421060310449187
entropy,20,log2,2,4,128,random,0.6132021255053388
entropy,20,log2,2,8,128,best,0.6391582506935435
entropy,20,log2,2,8,128,random,0.6210879305886571
entropy,20,log2,2,16,128,best,0.647261159102911
entropy,20,log2,2,16,128,random,0.633749257854446
entropy,20,log2,2,32,128,best,0.6352772953860294
entropy,20,log2,2,32,128,random,0.6151704925456407
entropy,20,log2,2,64,128,best,0.6487921567524891
entropy,20,log2,2,64,128,random,0.6176834255030952
entropy,20,log2,2,128,128,best,0.6435340312330604
entropy,20,log2,2,128,128,random,0.6084624934055115
entropy,20,log2,2,256,128,best,0.6394181994176644
entropy,20,log2,2,256,128,random,0.6078418070436665
entropy,20,log2,4,1,128,best,0.6418349509932813
entropy,20,log2,4,1,128,random,0.6140372281669729
entropy,20,log2,4,2,128,best,0.6418349509932813
entropy,20,log2,4,2,128,random,0.6140372281669729
entropy,20,log2,4,4,128,best,0.6418349509932813
entropy,20,log2,4,4,128,random,0.6140372281669729
entropy,20,log2,4,8,128,best,0.6418349509932813
entropy,20,log2,4,8,128,random,0.6140372281669729
entropy,20,log2,4,16,128,best,0.6380185719212946
entropy,20,log2,4,16,128,random,0.6260335064559465
entropy,20,log2,4,32,128,best,0.645655925739069
entropy,20,log2,4,32,128,random,0.6151913175018456
entropy,20,log2,4,64,128,best,0.6472073141067333
entropy,20,log2,4,64,128,random,0.6144729620934671
entropy,20,log2,4,128,128,best,0.6382141489978151
entropy,20,log2,4,128,128,random,0.6135544436184576
entropy,20,log2,4,256,128,best,0.6355634679422523
entropy,20,log2,4,256,128,random,0.6135606710974697
entropy,20,log2,8,1,128,best,0.6476482849665746
entropy,20,log2,8,1,128,random,0.6240472867838679
entropy,20,log2,8,2,128,best,0.6476482849665746
entropy,20,log2,8,2,128,random,0.6240472867838679
entropy,20,log2,8,4,128,best,0.6476482849665746
entropy,20,log2,8,4,128,random,0.6240472867838679
entropy,20,log2,8,8,128,best,0.6476482849665746
entropy,20,log2,8,8,128,random,0.6240472867838679
entropy,20,log2,8,16,128,best,0.6476482849665746
entropy,20,log2,8,16,128,random,0.6240472867838679
entropy,20,log2,8,32,128,best,0.629950039293473
entropy,20,log2,8,32,128,random,0.6172822101264369
entropy,20,log2,8,64,128,best,0.632882076965981
entropy,20,log2,8,64,128,random,0.6296756123087619
entropy,20,log2,8,128,128,best,0.639179404273249
entropy,20,log2,8,128,128,random,0.6184190669219886
entropy,20,log2,8,256,128,best,0.6238675271979462
entropy,20,log2,8,256,128,random,0.6113326655082264
entropy,20,log2,16,1,128,best,0.6381213915023976
entropy,20,log2,16,1,128,random,0.6255499886976627
entropy,20,log2,16,2,128,best,0.6381213915023976
entropy,20,log2,16,2,128,random,0.6255499886976627
entropy,20,log2,16,4,128,best,0.6381213915023976
entropy,20,log2,16,4,128,random,0.6255499886976627
entropy,20,log2,16,8,128,best,0.6381213915023976
entropy,20,log2,16,8,128,random,0.6255499886976627
entropy,20,log2,16,16,128,best,0.6381213915023976
entropy,20,log2,16,16,128,random,0.6255499886976627
entropy,20,log2,16,32,128,best,0.6381213915023976
entropy,20,log2,16,32,128,random,0.6255499886976627
entropy,20,log2,16,64,128,best,0.6281143030182733
entropy,20,log2,16,64,128,random,0.6089345023867918
entropy,20,log2,16,128,128,best,0.6421834843305764
entropy,20,log2,16,128,128,random,0.6153180496002979
entropy,20,log2,16,256,128,best,0.6334886922878972
entropy,20,log2,16,256,128,random,0.5991681870867367
entropy,20,log2,32,1,128,best,0.6371691668800907
entropy,20,log2,32,1,128,random,0.6050612845825384
entropy,20,log2,32,2,128,best,0.6371691668800907
entropy,20,log2,32,2,128,random,0.6050612845825384
entropy,20,log2,32,4,128,best,0.6371691668800907
entropy,20,log2,32,4,128,random,0.6050612845825384
entropy,20,log2,32,8,128,best,0.6371691668800907
entropy,20,log2,32,8,128,random,0.6050612845825384
entropy,20,log2,32,16,128,best,0.6371691668800907
entropy,20,log2,32,16,128,random,0.6050612845825384
entropy,20,log2,32,32,128,best,0.6371691668800907
entropy,20,log2,32,32,128,random,0.6050612845825384
entropy,20,log2,32,64,128,best,0.6371691668800907
entropy,20,log2,32,64,128,random,0.6050612845825384
entropy,20,log2,32,128,128,best,0.6351492136598599
entropy,20,log2,32,128,128,random,0.6135706337873366
entropy,20,log2,32,256,128,best,0.6297220384954837
entropy,20,log2,32,256,128,random,0.5934727322585163
entropy,20,log2,64,1,128,best,0.6152198639139023
entropy,20,log2,64,1,128,random,0.5898829490081988
entropy,20,log2,64,2,128,best,0.6152198639139023
entropy,20,log2,64,2,128,random,0.5898829490081988
entropy,20,log2,64,4,128,best,0.6152198639139023
entropy,20,log2,64,4,128,random,0.5898829490081988
entropy,20,log2,64,8,128,best,0.6152198639139023
entropy,20,log2,64,8,128,random,0.5898829490081988
entropy,20,log2,64,16,128,best,0.6152198639139023
entropy,20,log2,64,16,128,random,0.5898829490081988
entropy,20,log2,64,32,128,best,0.6152198639139023
entropy,20,log2,64,32,128,random,0.5898829490081988
entropy,20,log2,64,64,128,best,0.6152198639139023
entropy,20,log2,64,64,128,random,0.5898829490081988
entropy,20,log2,64,128,128,best,0.6152198639139023
entropy,20,log2,64,128,128,random,0.5898829490081988
entropy,20,log2,64,256,128,best,0.6272174097875092
entropy,20,log2,64,256,128,random,0.5846429126500459
entropy,20,log2,128,1,128,best,0.6122040020619824
entropy,20,log2,128,1,128,random,0.584100053732597
entropy,20,log2,128,2,128,best,0.6122040020619824
entropy,20,log2,128,2,128,random,0.584100053732597
entropy,20,log2,128,4,128,best,0.6122040020619824
entropy,20,log2,128,4,128,random,0.584100053732597
entropy,20,log2,128,8,128,best,0.6122040020619824
entropy,20,log2,128,8,128,random,0.584100053732597
entropy,20,log2,128,16,128,best,0.6122040020619824
entropy,20,log2,128,16,128,random,0.584100053732597
entropy,20,log2,128,32,128,best,0.6122040020619824
entropy,20,log2,128,32,128,random,0.584100053732597
entropy,20,log2,128,64,128,best,0.6122040020619824
entropy,20,log2,128,64,128,random,0.584100053732597
entropy,20,log2,128,128,128,best,0.6122040020619824
entropy,20,log2,128,128,128,random,0.584100053732597
entropy,20,log2,128,256,128,best,0.6122040020619824
entropy,20,log2,128,256,128,random,0.584100053732597
entropy,20,log2,256,1,128,best,0.5998462795790505
entropy,20,log2,256,1,128,random,0.5333392379743046
entropy,20,log2,256,2,128,best,0.5998462795790505
entropy,20,log2,256,2,128,random,0.5333392379743046
entropy,20,log2,256,4,128,best,0.5998462795790505
entropy,20,log2,256,4,128,random,0.5333392379743046
entropy,20,log2,256,8,128,best,0.5998462795790505
entropy,20,log2,256,8,128,random,0.5333392379743046
entropy,20,log2,256,16,128,best,0.5998462795790505
entropy,20,log2,256,16,128,random,0.5333392379743046
entropy,20,log2,256,32,128,best,0.5998462795790505
entropy,20,log2,256,32,128,random,0.5333392379743046
entropy,20,log2,256,64,128,best,0.5998462795790505
entropy,20,log2,256,64,128,random,0.5333392379743046
entropy,20,log2,256,128,128,best,0.5998462795790505
entropy,20,log2,256,128,128,random,0.5333392379743046
entropy,20,log2,256,256,128,best,0.5998462795790505
entropy,20,log2,256,256,128,random,0.5333392379743046
entropy,22,sqrt,1,1,128,best,0.6578296701088634
entropy,22,sqrt,1,1,128,random,0.6590938451372819
entropy,22,sqrt,1,2,128,best,0.6578296701088634
entropy,22,sqrt,1,2,128,random,0.6590938451372819
entropy,22,sqrt,1,4,128,best,0.6611336848932978
entropy,22,sqrt,1,4,128,random,0.6631680545079888
entropy,22,sqrt,1,8,128,best,0.6592678829079648
entropy,22,sqrt,1,8,128,random,0.6635198972991868
entropy,22,sqrt,1,16,128,best,0.6603355832780409
entropy,22,sqrt,1,16,128,random,0.6647147576516493
entropy,22,sqrt,1,32,128,best,0.657702167048711
entropy,22,sqrt,1,32,128,random,0.6626722046002662
entropy,22,sqrt,1,64,128,best,0.6641534160842787
entropy,22,sqrt,1,64,128,random,0.6612561487647355
entropy,22,sqrt,1,128,128,best,0.6580431649574493
entropy,22,sqrt,1,128,128,random,0.6598795822680997
entropy,22,sqrt,1,256,128,best,0.6506459018867984
entropy,22,sqrt,1,256,128,random,0.6607642438561547
entropy,22,sqrt,2,1,128,best,0.6563527996357209
entropy,22,sqrt,2,1,128,random,0.6551023533363115
entropy,22,sqrt,2,2,128,best,0.6563527996357209
entropy,22,sqrt,2,2,128,random,0.6551023533363115
entropy,22,sqrt,2,4,128,best,0.6563527996357209
entropy,22,sqrt,2,4,128,random,0.6551023533363115
entropy,22,sqrt,2,8,128,best,0.6578588834684326
entropy,22,sqrt,2,8,128,random,0.6568983777718235
entropy,22,sqrt,2,16,128,best,0.6598358764409612
entropy,22,sqrt,2,16,128,random,0.6631810528451392
entropy,22,sqrt,2,32,128,best,0.6582253174117086
entropy,22,sqrt,2,32,128,random,0.6649597948541476
entropy,22,sqrt,2,64,128,best,0.6643102182159327
entropy,22,sqrt,2,64,128,random,0.6661878804034509
entropy,22,sqrt,2,128,128,best,0.6565423081761546
entropy,22,sqrt,2,128,128,random,0.6596724534522435
entropy,22,sqrt,2,256,128,best,0.6571641451067404
entropy,22,sqrt,2,256,128,random,0.6569441469569074
entropy,22,sqrt,4,1,128,best,0.6633536611815068
entropy,22,sqrt,4,1,128,random,0.6574843878714739
entropy,22,sqrt,4,2,128,best,0.6633536611815068
entropy,22,sqrt,4,2,128,random,0.6574843878714739
entropy,22,sqrt,4,4,128,best,0.6633536611815068
entropy,22,sqrt,4,4,128,random,0.6574843878714739
entropy,22,sqrt,4,8,128,best,0.6633536611815068
entropy,22,sqrt,4,8,128,random,0.6574843878714739
entropy,22,sqrt,4,16,128,best,0.6592769816003777
entropy,22,sqrt,4,16,128,random,0.6602816567889586
entropy,22,sqrt,4,32,128,best,0.6594033828926883
entropy,22,sqrt,4,32,128,random,0.6647269209832495
entropy,22,sqrt,4,64,128,best,0.660537371407707
entropy,22,sqrt,4,64,128,random,0.6566092298420106
entropy,22,sqrt,4,128,128,best,0.6575934541996662
entropy,22,sqrt,4,128,128,random,0.6597726583576575
entropy,22,sqrt,4,256,128,best,0.6506764630423421
entropy,22,sqrt,4,256,128,random,0.6594767042066532
entropy,22,sqrt,8,1,128,best,0.6554401539994745
entropy,22,sqrt,8,1,128,random,0.6602511587176363
entropy,22,sqrt,8,2,128,best,0.6554401539994745
entropy,22,sqrt,8,2,128,random,0.6602511587176363
entropy,22,sqrt,8,4,128,best,0.6554401539994745
entropy,22,sqrt,8,4,128,random,0.6602511587176363
entropy,22,sqrt,8,8,128,best,0.6554401539994745
entropy,22,sqrt,8,8,128,random,0.6602511587176363
entropy,22,sqrt,8,16,128,best,0.6554401539994745
entropy,22,sqrt,8,16,128,random,0.6602511587176363
entropy,22,sqrt,8,32,128,best,0.656303025756574
entropy,22,sqrt,8,32,128,random,0.6625668224330706
entropy,22,sqrt,8,64,128,best,0.661658786413864
entropy,22,sqrt,8,64,128,random,0.6614500460421117
entropy,22,sqrt,8,128,128,best,0.6609817316165532
entropy,22,sqrt,8,128,128,random,0.6612731836168829
entropy,22,sqrt,8,256,128,best,0.6483538001579975
entropy,22,sqrt,8,256,128,random,0.6535174277221919
entropy,22,sqrt,16,1,128,best,0.6533313229085997
entropy,22,sqrt,16,1,128,random,0.6590731412933967
entropy,22,sqrt,16,2,128,best,0.6533313229085997
entropy,22,sqrt,16,2,128,random,0.6590731412933967
entropy,22,sqrt,16,4,128,best,0.6533313229085997
entropy,22,sqrt,16,4,128,random,0.6590731412933967
entropy,22,sqrt,16,8,128,best,0.6533313229085997
entropy,22,sqrt,16,8,128,random,0.6590731412933967
entropy,22,sqrt,16,16,128,best,0.6533313229085997
entropy,22,sqrt,16,16,128,random,0.6590731412933967
entropy,22,sqrt,16,32,128,best,0.6533313229085997
entropy,22,sqrt,16,32,128,random,0.6590731412933967
entropy,22,sqrt,16,64,128,best,0.6545405786940495
entropy,22,sqrt,16,64,128,random,0.6514672662492605
entropy,22,sqrt,16,128,128,best,0.6518141379756467
entropy,22,sqrt,16,128,128,random,0.6600686066210134
entropy,22,sqrt,16,256,128,best,0.6468869484279388
entropy,22,sqrt,16,256,128,random,0.6517851561667167
entropy,22,sqrt,32,1,128,best,0.6478058762868731
entropy,22,sqrt,32,1,128,random,0.6492073713287508
entropy,22,sqrt,32,2,128,best,0.6478058762868731
entropy,22,sqrt,32,2,128,random,0.6492073713287508
entropy,22,sqrt,32,4,128,best,0.6478058762868731
entropy,22,sqrt,32,4,128,random,0.6492073713287508
entropy,22,sqrt,32,8,128,best,0.6478058762868731
entropy,22,sqrt,32,8,128,random,0.6492073713287508
entropy,22,sqrt,32,16,128,best,0.6478058762868731
entropy,22,sqrt,32,16,128,random,0.6492073713287508
entropy,22,sqrt,32,32,128,best,0.6478058762868731
entropy,22,sqrt,32,32,128,random,0.6492073713287508
entropy,22,sqrt,32,64,128,best,0.6478058762868731
entropy,22,sqrt,32,64,128,random,0.6492073713287508
entropy,22,sqrt,32,128,128,best,0.6491927455861818
entropy,22,sqrt,32,128,128,random,0.6573018670209027
entropy,22,sqrt,32,256,128,best,0.6433465165461909
entropy,22,sqrt,32,256,128,random,0.6483088764602293
entropy,22,sqrt,64,1,128,best,0.6376859079603485
entropy,22,sqrt,64,1,128,random,0.6487235056322951
entropy,22,sqrt,64,2,128,best,0.6376859079603485
entropy,22,sqrt,64,2,128,random,0.6487235056322951
entropy,22,sqrt,64,4,128,best,0.6376859079603485
entropy,22,sqrt,64,4,128,random,0.6487235056322951
entropy,22,sqrt,64,8,128,best,0.6376859079603485
entropy,22,sqrt,64,8,128,random,0.6487235056322951
entropy,22,sqrt,64,16,128,best,0.6376859079603485
entropy,22,sqrt,64,16,128,random,0.6487235056322951
entropy,22,sqrt,64,32,128,best,0.6376859079603485
entropy,22,sqrt,64,32,128,random,0.6487235056322951
entropy,22,sqrt,64,64,128,best,0.6376859079603485
entropy,22,sqrt,64,64,128,random,0.6487235056322951
entropy,22,sqrt,64,128,128,best,0.6376859079603485
entropy,22,sqrt,64,128,128,random,0.6487235056322951
entropy,22,sqrt,64,256,128,best,0.6444278901714259
entropy,22,sqrt,64,256,128,random,0.6396997371218281
entropy,22,sqrt,128,1,128,best,0.6250469948473761
entropy,22,sqrt,128,1,128,random,0.634720504675783
entropy,22,sqrt,128,2,128,best,0.6250469948473761
entropy,22,sqrt,128,2,128,random,0.634720504675783
entropy,22,sqrt,128,4,128,best,0.6250469948473761
entropy,22,sqrt,128,4,128,random,0.634720504675783
entropy,22,sqrt,128,8,128,best,0.6250469948473761
entropy,22,sqrt,128,8,128,random,0.634720504675783
entropy,22,sqrt,128,16,128,best,0.6250469948473761
entropy,22,sqrt,128,16,128,random,0.634720504675783
entropy,22,sqrt,128,32,128,best,0.6250469948473761
entropy,22,sqrt,128,32,128,random,0.634720504675783
entropy,22,sqrt,128,64,128,best,0.6250469948473761
entropy,22,sqrt,128,64,128,random,0.634720504675783
entropy,22,sqrt,128,128,128,best,0.6250469948473761
entropy,22,sqrt,128,128,128,random,0.634720504675783
entropy,22,sqrt,128,256,128,best,0.6250469948473761
entropy,22,sqrt,128,256,128,random,0.634720504675783
entropy,22,sqrt,256,1,128,best,0.6156433865656795
entropy,22,sqrt,256,1,128,random,0.6282901179039975
entropy,22,sqrt,256,2,128,best,0.6156433865656795
entropy,22,sqrt,256,2,128,random,0.6282901179039975
entropy,22,sqrt,256,4,128,best,0.6156433865656795
entropy,22,sqrt,256,4,128,random,0.6282901179039975
entropy,22,sqrt,256,8,128,best,0.6156433865656795
entropy,22,sqrt,256,8,128,random,0.6282901179039975
entropy,22,sqrt,256,16,128,best,0.6156433865656795
entropy,22,sqrt,256,16,128,random,0.6282901179039975
entropy,22,sqrt,256,32,128,best,0.6156433865656795
entropy,22,sqrt,256,32,128,random,0.6282901179039975
entropy,22,sqrt,256,64,128,best,0.6156433865656795
entropy,22,sqrt,256,64,128,random,0.6282901179039975
entropy,22,sqrt,256,128,128,best,0.6156433865656795
entropy,22,sqrt,256,128,128,random,0.6282901179039975
entropy,22,sqrt,256,256,128,best,0.6156433865656795
entropy,22,sqrt,256,256,128,random,0.6282901179039975
entropy,22,log2,1,1,128,best,0.6468592751569208
entropy,22,log2,1,1,128,random,0.6275778738818811
entropy,22,log2,1,2,128,best,0.6468592751569208
entropy,22,log2,1,2,128,random,0.6275778738818811
entropy,22,log2,1,4,128,best,0.6508794656860668
entropy,22,log2,1,4,128,random,0.6335019313558125
entropy,22,log2,1,8,128,best,0.6479017782841804
entropy,22,log2,1,8,128,random,0.6174491639628333
entropy,22,log2,1,16,128,best,0.647136309147549
entropy,22,log2,1,16,128,random,0.6252068967728154
entropy,22,log2,1,32,128,best,0.6467295290980105
entropy,22,log2,1,32,128,random,0.6347928566084405
entropy,22,log2,1,64,128,best,0.6538995724301174
entropy,22,log2,1,64,128,random,0.6290289368578549
entropy,22,log2,1,128,128,best,0.6353304743657212
entropy,22,log2,1,128,128,random,0.6268857659326413
entropy,22,log2,1,256,128,best,0.6425413248946333
entropy,22,log2,1,256,128,random,0.6061974603445868
entropy,22,log2,2,1,128,best,0.6416745503675001
entropy,22,log2,2,1,128,random,0.6290931365510692
entropy,22,log2,2,2,128,best,0.6416745503675001
entropy,22,log2,2,2,128,random,0.6290931365510692
entropy,22,log2,2,4,128,best,0.6416745503675001
entropy,22,log2,2,4,128,random,0.6290931365510692
entropy,22,log2,2,8,128,best,0.6457804655924041
entropy,22,log2,2,8,128,random,0.6257926723716033
entropy,22,log2,2,16,128,best,0.6484692600203704
entropy,22,log2,2,16,128,random,0.6228707132239947
entropy,22,log2,2,32,128,best,0.6449523097820145
entropy,22,log2,2,32,128,random,0.6356016958982718
entropy,22,log2,2,64,128,best,0.6463221285427596
entropy,22,log2,2,64,128,random,0.625009000041781
entropy,22,log2,2,128,128,best,0.6462712118536605
entropy,22,log2,2,128,128,random,0.6259049548611378
entropy,22,log2,2,256,128,best,0.6425498879407946
entropy,22,log2,2,256,128,random,0.6241513768315852
entropy,22,log2,4,1,128,best,0.6439525221977868
entropy,22,log2,4,1,128,random,0.62190978856886
entropy,22,log2,4,2,128,best,0.6439525221977868
entropy,22,log2,4,2,128,random,0.62190978856886
entropy,22,log2,4,4,128,best,0.6439525221977868
entropy,22,log2,4,4,128,random,0.62190978856886
entropy,22,log2,4,8,128,best,0.6439525221977868
entropy,22,log2,4,8,128,random,0.62190978856886
entropy,22,log2,4,16,128,best,0.6506869969096147
entropy,22,log2,4,16,128,random,0.6359292091612995
entropy,22,log2,4,32,128,best,0.6497121528854449
entropy,22,log2,4,32,128,random,0.6246104169575918
entropy,22,log2,4,64,128,best,0.6416790423420407
entropy,22,log2,4,64,128,random,0.6259158409142924
entropy,22,log2,4,128,128,best,0.6450840369838532
entropy,22,log2,4,128,128,random,0.625717771658884
entropy,22,log2,4,256,128,best,0.6461682506415579
entropy,22,log2,4,256,128,random,0.6089448116367929
entropy,22,log2,8,1,128,best,0.6489418746221142
entropy,22,log2,8,1,128,random,0.625723274149384
entropy,22,log2,8,2,128,best,0.6489418746221142
entropy,22,log2,8,2,128,random,0.625723274149384
entropy,22,log2,8,4,128,best,0.6489418746221142
entropy,22,log2,8,4,128,random,0.625723274149384
entropy,22,log2,8,8,128,best,0.6489418746221142
entropy,22,log2,8,8,128,random,0.625723274149384
entropy,22,log2,8,16,128,best,0.6489418746221142
entropy,22,log2,8,16,128,random,0.625723274149384
entropy,22,log2,8,32,128,best,0.6485622719590319
entropy,22,log2,8,32,128,random,0.6183300695034624
entropy,22,log2,8,64,128,best,0.6419307126794181
entropy,22,log2,8,64,128,random,0.6253107487105246
entropy,22,log2,8,128,128,best,0.6453935316404876
entropy,22,log2,8,128,128,random,0.6169515265709588
entropy,22,log2,8,256,128,best,0.6401684224704208
entropy,22,log2,8,256,128,random,0.6152588189057006
entropy,22,log2,16,1,128,best,0.6446002204733582
entropy,22,log2,16,1,128,random,0.6194463462238332
entropy,22,log2,16,2,128,best,0.6446002204733582
entropy,22,log2,16,2,128,random,0.6194463462238332
entropy,22,log2,16,4,128,best,0.6446002204733582
entropy,22,log2,16,4,128,random,0.6194463462238332
entropy,22,log2,16,8,128,best,0.6446002204733582
entropy,22,log2,16,8,128,random,0.6194463462238332
entropy,22,log2,16,16,128,best,0.6446002204733582
entropy,22,log2,16,16,128,random,0.6194463462238332
entropy,22,log2,16,32,128,best,0.6446002204733582
entropy,22,log2,16,32,128,random,0.6194463462238332
entropy,22,log2,16,64,128,best,0.6396139982282936
entropy,22,log2,16,64,128,random,0.6181082194801536
entropy,22,log2,16,128,128,best,0.640402474170696
entropy,22,log2,16,128,128,random,0.6085384751658133
entropy,22,log2,16,256,128,best,0.645342056631355
entropy,22,log2,16,256,128,random,0.6093997237448017
entropy,22,log2,32,1,128,best,0.6308735226297237
entropy,22,log2,32,1,128,random,0.6104068228275857
entropy,22,log2,32,2,128,best,0.6308735226297237
entropy,22,log2,32,2,128,random,0.6104068228275857
entropy,22,log2,32,4,128,best,0.6308735226297237
entropy,22,log2,32,4,128,random,0.6104068228275857
entropy,22,log2,32,8,128,best,0.6308735226297237
entropy,22,log2,32,8,128,random,0.6104068228275857
entropy,22,log2,32,16,128,best,0.6308735226297237
entropy,22,log2,32,16,128,random,0.6104068228275857
entropy,22,log2,32,32,128,best,0.6308735226297237
entropy,22,log2,32,32,128,random,0.6104068228275857
entropy,22,log2,32,64,128,best,0.6308735226297237
entropy,22,log2,32,64,128,random,0.6104068228275857
entropy,22,log2,32,128,128,best,0.6353861515962241
entropy,22,log2,32,128,128,random,0.6009208116534939
entropy,22,log2,32,256,128,best,0.6270728566759419
entropy,22,log2,32,256,128,random,0.6028534518691095
entropy,22,log2,64,1,128,best,0.6233958908888412
entropy,22,log2,64,1,128,random,0.5988098271642034
entropy,22,log2,64,2,128,best,0.6233958908888412
entropy,22,log2,64,2,128,random,0.5988098271642034
entropy,22,log2,64,4,128,best,0.6233958908888412
entropy,22,log2,64,4,128,random,0.5988098271642034
entropy,22,log2,64,8,128,best,0.6233958908888412
entropy,22,log2,64,8,128,random,0.5988098271642034
entropy,22,log2,64,16,128,best,0.6233958908888412
entropy,22,log2,64,16,128,random,0.5988098271642034
entropy,22,log2,64,32,128,best,0.6233958908888412
entropy,22,log2,64,32,128,random,0.5988098271642034
entropy,22,log2,64,64,128,best,0.6233958908888412
entropy,22,log2,64,64,128,random,0.5988098271642034
entropy,22,log2,64,128,128,best,0.6233958908888412
entropy,22,log2,64,128,128,random,0.5988098271642034
entropy,22,log2,64,256,128,best,0.6238374405354682
entropy,22,log2,64,256,128,random,0.5927939760369685
entropy,22,log2,128,1,128,best,0.6264661357728917
entropy,22,log2,128,1,128,random,0.5817878584405176
entropy,22,log2,128,2,128,best,0.6264661357728917
entropy,22,log2,128,2,128,random,0.5817878584405176
entropy,22,log2,128,4,128,best,0.6264661357728917
entropy,22,log2,128,4,128,random,0.5817878584405176
entropy,22,log2,128,8,128,best,0.6264661357728917
entropy,22,log2,128,8,128,random,0.5817878584405176
entropy,22,log2,128,16,128,best,0.6264661357728917
entropy,22,log2,128,16,128,random,0.5817878584405176
entropy,22,log2,128,32,128,best,0.6264661357728917
entropy,22,log2,128,32,128,random,0.5817878584405176
entropy,22,log2,128,64,128,best,0.6264661357728917
entropy,22,log2,128,64,128,random,0.5817878584405176
entropy,22,log2,128,128,128,best,0.6264661357728917
entropy,22,log2,128,128,128,random,0.5817878584405176
entropy,22,log2,128,256,128,best,0.6264661357728917
entropy,22,log2,128,256,128,random,0.5817878584405176
entropy,22,log2,256,1,128,best,0.6014096364020555
entropy,22,log2,256,1,128,random,0.5583427586614557
entropy,22,log2,256,2,128,best,0.6014096364020555
entropy,22,log2,256,2,128,random,0.5583427586614557
entropy,22,log2,256,4,128,best,0.6014096364020555
entropy,22,log2,256,4,128,random,0.5583427586614557
entropy,22,log2,256,8,128,best,0.6014096364020555
entropy,22,log2,256,8,128,random,0.5583427586614557
entropy,22,log2,256,16,128,best,0.6014096364020555
entropy,22,log2,256,16,128,random,0.5583427586614557
entropy,22,log2,256,32,128,best,0.6014096364020555
entropy,22,log2,256,32,128,random,0.5583427586614557
entropy,22,log2,256,64,128,best,0.6014096364020555
entropy,22,log2,256,64,128,random,0.5583427586614557
entropy,22,log2,256,128,128,best,0.6014096364020555
entropy,22,log2,256,128,128,random,0.5583427586614557
entropy,22,log2,256,256,128,best,0.6014096364020555
entropy,22,log2,256,256,128,random,0.5583427586614557
entropy,24,sqrt,1,1,128,best,0.6597216209506951
entropy,24,sqrt,1,1,128,random,0.6605004383368268
entropy,24,sqrt,1,2,128,best,0.6597216209506951
entropy,24,sqrt,1,2,128,random,0.6605004383368268
entropy,24,sqrt,1,4,128,best,0.6566514845208528
entropy,24,sqrt,1,4,128,random,0.6589367647833364
entropy,24,sqrt,1,8,128,best,0.6598669718125945
entropy,24,sqrt,1,8,128,random,0.6606166787017341
entropy,24,sqrt,1,16,128,best,0.663225706864843
entropy,24,sqrt,1,16,128,random,0.6674908373269356
entropy,24,sqrt,1,32,128,best,0.6612000456871739
entropy,24,sqrt,1,32,128,random,0.6672003461531918
entropy,24,sqrt,1,64,128,best,0.6640402173832164
entropy,24,sqrt,1,64,128,random,0.6641370583312202
entropy,24,sqrt,1,128,128,best,0.6612396273726607
entropy,24,sqrt,1,128,128,random,0.6632328752144961
entropy,24,sqrt,1,256,128,best,0.6583189451724873
entropy,24,sqrt,1,256,128,random,0.6591544481022624
entropy,24,sqrt,2,1,128,best,0.6597490946730477
entropy,24,sqrt,2,1,128,random,0.6597664902100142
entropy,24,sqrt,2,2,128,best,0.6597490946730477
entropy,24,sqrt,2,2,128,random,0.6597664902100142
entropy,24,sqrt,2,4,128,best,0.6597490946730477
entropy,24,sqrt,2,4,128,random,0.6597664902100142
entropy,24,sqrt,2,8,128,best,0.6588386427254239
entropy,24,sqrt,2,8,128,random,0.6604666456223662
entropy,24,sqrt,2,16,128,best,0.6598068707512609
entropy,24,sqrt,2,16,128,random,0.6604421523049906
entropy,24,sqrt,2,32,128,best,0.6606444305298683
entropy,24,sqrt,2,32,128,random,0.6628328173295928
entropy,24,sqrt,2,64,128,best,0.6592569600408301
entropy,24,sqrt,2,64,128,random,0.6677618267104407
entropy,24,sqrt,2,128,128,best,0.65822175325284
entropy,24,sqrt,2,128,128,random,0.6608714046208951
entropy,24,sqrt,2,256,128,best,0.6496834346950224
entropy,24,sqrt,2,256,128,random,0.6589252065063039
entropy,24,sqrt,4,1,128,best,0.658338957811296
entropy,24,sqrt,4,1,128,random,0.6589067052525291
entropy,24,sqrt,4,2,128,best,0.658338957811296
entropy,24,sqrt,4,2,128,random,0.6589067052525291
entropy,24,sqrt,4,4,128,best,0.658338957811296
